Number	Core	Pan
8	10111	42726
8	9217	42780
8	10124	42247
8	8571	42897
8	9860	42758
8	10326	42529
8	9455	42066
8	8459	43066
8	9695	42932
8	10169	42682
8	9368	42252
8	8368	42933
8	8621	43243
8	8001	42713
8	9912	43085
8	9139	42670
8	9561	42489
8	8812	43352
8	8696	43327
8	7484	43820
8	8486	43667
8	8937	43025
8	8148	43151
8	8842	42851
8	7561	43454
8	8628	43322
8	9044	43047
8	8275	42694
8	7487	43471
8	8509	43341
8	8926	43038
8	8224	42704
8	7414	43319
8	7644	43551
8	7090	43130
8	8725	43392
8	8037	43083
8	8415	42842
8	9619	42967
8	8202	43554
8	9372	43424
8	9865	42796
8	8980	42836
8	8120	43571
8	9247	43451
8	9748	42814
8	8925	42855
8	8017	43433
8	8302	43312
8	7672	43247
8	9494	43178
8	8707	43210
8	9148	42632
8	8240	43075
8	9462	42959
8	9923	42709
8	9143	42228
8	8150	43012
8	8395	43318
8	7795	42754
8	9670	43175
8	8915	42735
8	9319	42552
8	8060	43091
8	8325	43359
8	7747	42822
8	9549	43221
8	8839	42805
8	9265	42598
8	8219	43212
8	7635	42687
8	7901	43011
8	9038	42974
8	9888	42276
8	9647	42482
8	8296	42719
8	9476	42569
8	9981	41951
8	9012	42124
8	9809	41923
8	8388	42265
8	9645	42124
8	10105	41901
8	9152	41583
8	8219	42533
8	9414	42397
8	9859	42144
8	9020	41830
8	8207	42088
8	8434	42385
8	7787	41992
8	9699	42225
8	8872	41948
8	9269	41751
8	10632	42046
8	9063	42396
8	10417	42263
8	10968	41657
8	9892	41741
8	8892	42640
8	10187	42524
8	10731	41912
8	9753	41984
8	8839	42237
8	9132	42154
8	8392	42132
8	10510	42023
8	9571	42097
8	10041	41540
8	9017	42061
8	10410	41939
8	10911	41729
8	9976	41280
8	8984	41714
8	9229	42084
8	8521	41541
8	10694	41947
8	9790	41526
8	10211	41386
8	8804	42043
8	9074	42380
8	8407	41850
8	10474	42245
8	9638	41841
8	10079	41677
8	9016	41945
8	8337	41435
8	8608	41823
8	9885	41795
8	9411	42614
8	8089	42911
8	9243	42777
8	9740	42142
8	8782	42311
8	7950	42998
8	9050	42874
8	9536	42237
8	8674	42377
8	7911	42562
8	8180	42410
8	7516	42483
8	9362	42277
8	8522	42438
8	8951	41837
8	8013	42657
8	9183	42543
8	9620	42280
8	8796	41940
8	7995	42297
8	8223	42584
8	7584	42165
8	9464	42440
8	8646	42146
8	9032	41942
8	7848	42459
8	8096	42705
8	7497	42291
8	9269	42570
8	8530	42272
8	8926	42044
8	8059	42237
8	7445	41853
8	7695	42147
8	8776	42108
8	8673	42763
8	9951	42655
8	10483	42035
8	9515	42099
8	8620	42438
8	8910	42344
8	8179	42315
8	10269	42220
8	9340	42291
8	9792	41724
8	8473	42577
8	8776	42466
8	8091	42419
8	10074	42357
8	9214	42413
8	9682	41839
8	8708	42033
8	8007	42006
8	8303	41930
8	9492	41911
8	8588	42175
8	8852	42509
8	8200	41951
8	10230	42383
8	9410	41959
8	9835	41796
8	8793	42155
8	8124	41626
8	8387	42012
8	9650	41996
8	8662	42330
8	8029	41812
8	8307	42160
8	9533	42153
8	8223	41726
8	9302	43324
8	9199	42876
8	7913	43346
8	8962	43179
8	9421	42559
8	8505	42761
8	9322	42863
8	7977	43444
8	9083	43293
8	9504	43031
8	8614	42764
8	7908	43034
8	8969	42877
8	9405	42606
8	8581	42350
8	7834	42831
8	8046	43085
8	7404	42739
8	9162	42914
8	8384	42686
8	8763	42464
8	10125	42968
8	8633	43534
8	9846	43396
8	10355	42780
8	9353	42894
8	8557	43117
8	9733	42982
8	10260	42373
8	9315	42485
8	8455	42942
8	8729	42837
8	8009	42843
8	9969	42695
8	9084	42805
8	9530	42246
8	8655	43094
8	9924	42961
8	10405	42714
8	9508	42329
8	8564	42992
8	8800	43299
8	8109	42815
8	10111	43150
8	9272	42789
8	9676	42614
8	8485	42621
8	8744	42915
8	8081	42448
8	10014	42761
8	9214	42421
8	9648	42239
8	8630	42722
8	7971	42270
8	8227	42608
8	9398	42575
8	8951	43221
8	7702	43755
8	8729	43602
8	9175	42966
8	8273	43156
8	7696	42964
8	8695	42814
8	9154	42175
8	8283	42373
8	7614	42745
8	7855	42587
8	7170	42696
8	8919	42432
8	8090	42636
8	8495	42040
8	7696	43389
8	8737	43251
8	9153	42959
8	8352	42679
8	7623	43266
8	7835	43503
8	7195	43136
8	8928	43345
8	8163	43100
8	8522	42866
8	7603	42524
8	7839	42731
8	7209	42393
8	8892	42574
8	8151	42350
8	8539	42102
8	7748	42503
8	7116	42181
8	7346	42435
8	8335	42383
8	8339	43466
8	9508	43342
8	10007	42719
8	9077	42819
8	8250	43366
8	8512	43248
8	7796	43243
8	9734	43116
8	8865	43216
8	9285	42647
8	8233	42600
8	8519	42473
8	7810	42476
8	9708	42342
8	8855	42453
8	9310	41881
8	8404	42265
8	7698	42277
8	7973	42183
8	9073	42156
8	8272	42997
8	8521	43276
8	7869	42780
8	9772	43133
8	8993	42770
8	9402	42578
8	8416	43155
8	7761	42689
8	8006	43014
8	9170	42988
8	8414	42410
8	7766	41968
8	8033	42275
8	9168	42249
8	7907	42069
8	9928	42590
8	8536	42873
8	9729	42727
8	10243	42113
8	9158	42358
8	8408	42506
8	9560	42366
8	10068	41754
8	9065	41976
8	8372	42021
8	8633	41891
8	7862	42048
8	9869	41751
8	8912	42003
8	9347	41421
8	8441	42659
8	9647	42522
8	10107	42270
8	9163	42020
8	8423	42258
8	8639	42551
8	7909	42221
8	9909	42398
8	9009	42190
8	9398	42002
8	8281	41963
8	8525	42231
8	7835	41899
8	9743	42076
8	8905	41868
8	9311	41658
8	8484	41705
8	7787	41412
8	8027	41721
8	9144	41684
8	9124	42754
8	10447	42633
8	11011	42028
8	9913	42166
8	9069	42404
8	9356	42318
8	8525	42364
8	10755	42189
8	9732	42333
8	10191	41786
8	8934	42068
8	9241	41982
8	8453	42006
8	10593	41859
8	9625	41993
8	10107	41440
8	9168	41505
8	8375	41555
8	8666	41497
8	9903	41479
8	9011	42170
8	9277	42503
8	8532	42029
8	10696	42362
8	9788	42022
8	10226	41866
8	9210	42119
8	8465	41671
8	8721	42057
8	10023	42040
8	9101	41831
8	8387	41387
8	8663	41757
8	9929	41741
8	8574	41278
8	8191	43007
8	9315	42876
8	9807	42250
8	8830	42464
8	8156	42626
8	8412	42486
8	7654	42626
8	9613	42348
8	8685	42582
8	9100	41997
8	8095	41893
8	8368	41737
8	7625	41875
8	9533	41612
8	8631	41842
8	9064	41255
8	8322	41199
8	7567	41364
8	7834	41235
8	8903	41205
8	8070	42479
8	8308	42731
8	7626	42376
8	9495	42587
8	8680	42358
8	9067	42145
8	8268	42317
8	7577	41999
8	7809	42301
8	8912	42266
8	8216	41614
8	7539	41309
8	7794	41582
8	8860	41555
8	7729	41051
8	8720	42581
8	9014	42479
8	8236	42497
8	10343	42357
8	9398	42489
8	9854	41927
8	8947	42106
8	8165	42148
8	8444	42079
8	9668	42058
8	8899	41368
8	8132	41406
8	8433	41329
8	9623	41323
8	8342	40820
8	8875	42345
8	8173	41887
8	8437	42243
8	9693	42233
8	8355	41870
8	8339	41166
8	9486	42815
8	9336	42958
8	7998	43422
8	9045	43260
8	9571	42641
8	8615	42830
8	9519	42390
8	8097	42968
8	9209	42816
8	9708	42575
8	8758	42273
8	7987	43143
8	9055	42990
8	9545	42726
8	8683	42442
8	7887	42931
8	8157	43216
8	7475	42842
8	9287	43030
8	8495	42770
8	8894	42579
8	10373	42323
8	8809	42869
8	10026	42751
8	10608	42133
8	9529	42231
8	8698	43062
8	9873	42945
8	10455	42322
8	9455	42424
8	8555	42874
8	8890	42790
8	8107	42779
8	10137	42652
8	9223	42743
8	9692	42192
8	8838	42459
8	10106	42337
8	10655	42109
8	9684	41686
8	8706	42335
8	9002	42695
8	8244	42163
8	10330	42547
8	9449	42139
8	9877	42003
8	8584	42578
8	8893	42902
8	8172	42407
8	10176	42750
8	9343	42375
8	9797	42210
8	8761	42699
8	8071	42208
8	8348	42598
8	9569	42540
8	9087	43008
8	7783	43514
8	8803	43380
8	9318	42742
8	8381	42915
8	7705	43562
8	8686	43429
8	9197	42785
8	8332	42948
8	7589	43342
8	7883	43199
8	7200	43277
8	8939	43046
8	8137	43218
8	8560	42625
8	7776	43186
8	8819	43060
8	9299	42783
8	8455	42467
8	7673	43051
8	7939	43317
8	7273	42917
8	9045	43159
8	8268	42879
8	8654	42670
8	7583	43139
8	7861	43370
8	7232	42991
8	8919	43212
8	8196	42944
8	8602	42713
8	7761	43136
8	7155	42774
8	7402	43063
8	8419	42987
8	8471	43097
8	9629	42997
8	10204	42369
8	9213	42455
8	8329	42979
8	8660	42882
8	7893	42859
8	9887	42765
8	8987	42845
8	9441	42281
8	8238	43082
8	8580	42966
8	7854	42943
8	9761	42850
8	8912	42932
8	9392	42357
8	8438	42759
8	7734	42745
8	8036	42673
8	9159	42642
8	8363	42628
8	8667	42950
8	7968	42421
8	9929	42815
8	9114	42414
8	9556	42250
8	8532	42814
8	7858	42305
8	8131	42684
8	9330	42649
8	8448	42925
8	7799	42445
8	8091	42782
8	9252	42747
8	7979	42571
8	10126	41959
8	8666	42197
8	9871	42085
8	10442	41446
8	9302	41681
8	8489	42477
8	9646	42370
8	10196	41740
8	9170	41946
8	8421	41981
8	8729	41852
8	7923	41994
8	9975	41725
8	9013	41964
8	9464	41373
8	8566	42040
8	9788	41922
8	10303	41667
8	9305	41391
8	8518	41613
8	8789	41924
8	8004	41569
8	10088	41777
8	9153	41547
8	9557	41362
8	8331	41961
8	8617	42243
8	7892	41886
8	9858	42098
8	9007	41859
8	9424	41662
8	8566	41698
8	7855	41372
8	8111	41714
8	9277	41661
8	9317	41935
8	10650	41858
8	11266	41232
8	10106	41358
8	9219	41562
8	9563	41474
8	8661	41505
8	10983	41377
8	9915	41511
8	10393	40943
8	9039	41896
8	9390	41808
8	8552	41817
8	10757	41715
8	9764	41833
8	10259	41268
8	9295	41310
8	8472	41345
8	8783	41296
8	10065	41288
8	9161	41363
8	9476	41727
8	8670	41223
8	10922	41605
8	9972	41231
8	10422	41089
8	9387	41309
8	8600	40822
8	8877	41249
8	10233	41235
8	9222	41685
8	8479	41211
8	8771	41609
8	10086	41593
8	8697	41092
8	8274	42638
8	9401	42549
8	9944	41906
8	8932	42105
8	8202	42238
8	8509	42092
8	7714	42222
8	9725	41982
8	8776	42211
8	9214	41608
8	8053	42411
8	8365	42254
8	7630	42354
8	9526	42153
8	8657	42348
8	9102	41751
8	8296	41714
8	7570	41852
8	7854	41726
8	8945	41705
8	8120	42139
8	8404	42404
8	7690	42032
8	9615	42277
8	8777	42028
8	9183	41822
8	8346	41962
8	7644	41623
8	7897	41947
8	9039	41915
8	8201	42163
8	7547	41818
8	7814	42111
8	8915	42080
8	7766	41566
8	8812	42063
8	9161	41964
8	8335	41968
8	10503	41879
8	9525	41998
8	10005	41426
8	9063	41564
8	8249	41596
8	8558	41531
8	9816	41537
8	8916	41771
8	8153	41781
8	8475	41707
8	9691	41725
8	8385	41199
8	8994	41856
8	8263	41371
8	8551	41764
8	9843	41759
8	8472	41348
8	8383	41572
8	9618	42963
8	8232	43455
8	9295	43310
8	9826	42686
8	8741	42941
8	8172	43040
8	9192	42890
8	9727	42271
8	8708	42515
8	8045	42776
8	8323	42650
8	7526	42811
8	9427	42493
8	8504	42751
8	8927	42182
8	8216	43169
8	9296	43021
8	9798	42755
8	8814	42528
8	8101	42993
8	8351	43270
8	7585	42952
8	9494	43102
8	8622	42899
8	8997	42712
8	8022	42616
8	8293	42871
8	7555	42567
8	9388	42697
8	8562	42507
8	8964	42306
8	8174	42589
8	7483	42301
8	7710	42614
8	8764	42539
8	8929	43067
8	10128	42955
8	10730	42337
8	9600	42500
8	8785	42919
8	9103	42825
8	8228	42877
8	10373	42707
8	9366	42859
8	9816	42314
8	8705	42531
8	9041	42435
8	8203	42482
8	10271	42307
8	9311	42467
8	9791	41915
8	8888	42186
8	8087	42245
8	8375	42191
8	9545	42164
8	8798	42603
8	9095	42925
8	8293	42475
8	10398	42779
8	9490	42454
8	9923	42302
8	8949	42758
8	8193	42315
8	8446	42707
8	9685	42670
8	8885	42389
8	8151	41976
8	8424	42339
8	9631	42298
8	8310	42084
8	7942	43440
8	8945	43305
8	9458	42669
8	8463	42900
8	7824	43262
8	8098	43119
8	7312	43262
8	9177	42977
8	8274	43216
8	8676	42634
8	7816	42504
8	8108	42344
8	7330	42497
8	9144	42199
8	8260	42447
8	8689	41859
8	7984	42042
8	7235	42211
8	7496	42091
8	8487	42034
8	7806	43040
8	8072	43274
8	7347	42951
8	9143	43115
8	8336	42907
8	8716	42692
8	7958	43080
8	7269	42778
8	7493	43068
8	8531	43009
8	7947	42325
8	7264	42050
8	7511	42314
8	8509	42249
8	7424	42016
8	8485	42954
8	8810	42844
8	7985	42878
8	10021	42726
8	9082	42874
8	9536	42315
8	8666	42677
8	7874	42725
8	8155	42656
8	9307	42640
8	8660	41912
8	7877	41971
8	8184	41889
8	9303	41870
8	8057	41611
8	8662	42820
8	7938	42389
8	8206	42738
8	9394	42710
8	8092	42564
8	8103	41827
8	8745	42597
8	9914	42485
8	10485	41860
8	9321	42137
8	8665	42161
8	8966	42030
8	8054	42243
8	10229	41909
8	9161	42217
8	9599	41642
8	8533	41829
8	8845	41696
8	7984	41885
8	10059	41571
8	9058	41862
8	9510	41290
8	8773	41090
8	7931	41329
8	8205	41224
8	9344	41198
8	8560	42105
8	8839	42376
8	8022	42085
8	10091	42228
8	9155	42059
8	9559	41868
8	8770	41897
8	7981	41639
8	8217	41977
8	9400	41934
8	8643	41601
8	7897	41340
8	8154	41659
8	9295	41611
8	8102	41057
8	9283	42021
8	9635	41931
8	8693	42004
8	11024	41830
8	9931	42018
8	10416	41467
8	9525	41501
8	8612	41602
8	8913	41555
8	10217	41551
8	9402	41180
8	8535	41268
8	8852	41219
8	10118	41220
8	8761	40659
8	9432	41821
8	8616	41405
8	8893	41802
8	10229	41786
8	8812	41357
8	8745	41070
8	8310	42418
8	8614	42270
8	7766	42441
8	9799	42153
8	8823	42427
8	9253	41847
8	8542	41800
8	7712	42007
8	7981	41896
8	9097	41870
8	8489	41064
8	7678	41269
8	7965	41146
8	9042	41126
8	7903	40514
8	8424	42188
8	7684	41909
8	7934	42211
8	9057	42175
8	7881	41741
8	7851	41025
8	9171	41777
8	8314	41856
8	8622	41791
8	9870	41797
8	8535	41357
8	8515	40598
8	8521	41654
8	9508	42940
8	9351	43028
8	8006	43533
8	9107	43384
8	9611	42698
8	8717	42903
8	9531	42473
8	8119	43080
8	9291	42948
8	9755	42635
8	8873	42356
8	8010	43198
8	9132	43081
8	9596	42739
8	8802	42475
8	7938	43030
8	8186	43257
8	7575	42893
8	9362	43100
8	8592	42860
8	9003	42595
8	10525	42374
8	8919	42981
8	10228	42858
8	10795	42179
8	9771	42306
8	8800	43105
8	10063	43001
8	10637	42320
8	9695	42435
8	8691	42957
8	9003	42827
8	8294	42827
8	10330	42699
8	9434	42807
8	9930	42201
8	8958	42506
8	10330	42418
8	10867	42112
8	9954	41718
8	8867	42438
8	9136	42738
8	8459	42221
8	10554	42611
8	9689	42230
8	10144	42024
8	8743	42625
8	9033	42889
8	8391	42392
8	10398	42769
8	9591	42410
8	10067	42179
8	8917	42730
8	8267	42246
8	8552	42582
8	9797	42563
8	9119	43122
8	7799	43678
8	8884	43546
8	9374	42846
8	8496	43045
8	7714	43653
8	8759	43534
8	9247	42826
8	8441	42999
8	7627	43471
8	7902	43284
8	7281	43365
8	9010	43146
8	8228	43329
8	8662	42675
8	7802	43285
8	8910	43191
8	9358	42833
8	8582	42543
8	7730	43195
8	7969	43405
8	7376	43015
8	9131	43270
8	8376	43014
8	8769	42732
8	7640	43230
8	7893	43399
8	7331	43021
8	9003	43271
8	8309	43021
8	8716	42710
8	7813	43212
8	7237	42854
8	7487	43086
8	8509	43050
8	8575	43188
8	9835	43092
8	10392	42401
8	9459	42512
8	8476	43109
8	8775	42969
8	8084	42959
8	10094	42855
8	9211	42959
8	9686	42339
8	8376	43145
8	8690	42989
8	8040	42960
8	9959	42882
8	9136	42970
8	9631	42341
8	8572	42814
8	7908	42797
8	8213	42688
8	9368	42681
8	8520	42718
8	8799	42977
8	8182	42449
8	10158	42871
8	9368	42492
8	9824	42254
8	8688	42893
8	8056	42386
8	8331	42713
8	9564	42717
8	8605	42946
8	8002	42452
8	8292	42742
8	9491	42749
8	8157	42576
8	10156	42013
8	8683	42292
8	9953	42166
8	10514	41485
8	9418	41735
8	8497	42507
8	9712	42397
8	10252	41717
8	9280	41929
8	8462	42027
8	8755	41870
8	8018	42004
8	10049	41740
8	9100	41983
8	9572	41352
8	8589	42064
8	9879	41960
8	10369	41652
8	9431	41391
8	8580	41665
8	8827	41940
8	8116	41586
8	10180	41802
8	9256	41586
8	9679	41358
8	8387	41961
8	8652	42198
8	8000	41842
8	9937	42072
8	9116	41849
8	9544	41591
8	8621	41686
8	7944	41362
8	8210	41663
8	9367	41636
8	9409	41951
8	10853	41859
8	11467	41195
8	10345	41334
8	9356	41590
8	9672	41488
8	8847	41514
8	11193	41379
8	10126	41514
8	10640	40924
8	9166	41867
8	9496	41758
8	8736	41757
8	10953	41663
8	9977	41778
8	10501	41178
8	9421	41279
8	8642	41299
8	8962	41237
8	10267	41233
8	9314	41343
8	9608	41675
8	8878	41158
8	11156	41570
8	10217	41200
8	10695	41014
8	9540	41295
8	8791	40795
8	9078	41199
8	10465	41208
8	9373	41613
8	8678	41122
8	8976	41488
8	10323	41504
8	8875	41010
8	8292	42730
8	9494	42633
8	10019	41941
8	9057	42153
8	8258	42336
8	8545	42163
8	7819	42291
8	9821	42047
8	8882	42288
8	9338	41641
8	8098	42454
8	8390	42267
8	7722	42361
8	9606	42164
8	8760	42363
8	9216	41715
8	8345	41743
8	7652	41869
8	7943	41718
8	9033	41708
8	8188	42193
8	8443	42415
8	7803	42039
8	9713	42307
8	8902	42073
8	9311	41805
8	8412	42000
8	7743	41662
8	8000	41944
8	9143	41940
8	8261	42150
8	7646	41805
8	7911	42048
8	9020	42051
8	7846	41539
8	8951	42088
8	9270	41969
8	8525	41965
8	10719	41879
8	9756	42000
8	10256	41388
8	9201	41580
8	8430	41599
8	8743	41519
8	10034	41533
8	9046	41735
8	8334	41725
8	8656	41630
8	9908	41657
8	8550	41135
8	9148	41838
8	8467	41334
8	8754	41691
8	10091	41726
8	8656	41310
8	8571	41472
8	9613	43068
8	8231	43610
8	9347	43469
8	9861	42783
8	8852	43049
8	8150	43121
8	9228	42989
8	9749	42307
8	8811	42549
8	8063	42904
8	8335	42735
8	7619	42884
8	9476	42588
8	8592	42845
8	9034	42213
8	8216	43257
8	9355	43142
8	9832	42798
8	8934	42589
8	8138	43128
8	8374	43353
8	7694	43033
8	9562	43207
8	8722	43020
8	9118	42757
8	8051	42691
8	8303	42886
8	7660	42577
8	9444	42741
8	8665	42562
8	9081	42282
8	8213	42655
8	7565	42366
8	7810	42618
8	8855	42582
8	9016	43147
8	10311	43048
8	10909	42368
8	9845	42547
8	8915	43048
8	9218	42912
8	8427	42968
8	10568	42797
8	9587	42966
8	10073	42362
8	8817	42594
8	9137	42458
8	8392	42494
8	10447	42347
8	9522	42503
8	10037	41899
8	9013	42251
8	8264	42301
8	8572	42207
8	9756	42202
8	8934	42687
8	9220	42945
8	8512	42495
8	10613	42831
8	9734	42529
8	10206	42298
8	9102	42837
8	8390	42399
8	8667	42729
8	9928	42735
8	9025	42407
8	8351	41982
8	8641	42291
8	9868	42295
8	8500	42088
8	7940	43585
8	9011	43462
8	9507	42765
8	8590	43007
8	7858	43444
8	8121	43262
8	7417	43404
8	9249	43127
8	8385	43377
8	8802	42735
8	7828	42610
8	8105	42412
8	7413	42546
8	9198	42279
8	8362	42520
8	8801	41873
8	8009	42154
8	7310	42304
8	7581	42144
8	8576	42113
8	7844	43179
8	8090	43351
8	7455	43026
8	9219	43220
8	8454	43030
8	8844	42731
8	8006	43206
8	7360	42904
8	7596	43133
8	8639	43114
8	7981	42382
8	7350	42097
8	7602	42299
8	8615	42276
8	7496	42058
8	8608	43074
8	8918	42923
8	8183	42954
8	10222	42816
8	9314	42975
8	9797	42356
8	8801	42798
8	8063	42843
8	8357	42734
8	9537	42743
8	8772	41960
8	8052	41992
8	8368	41878
8	9519	41886
8	8224	41644
8	8802	42895
8	8140	42458
8	8419	42746
8	9645	42765
8	8286	42630
8	8288	41803
8	8736	42662
8	9968	42552
8	10532	41880
8	9436	42163
8	8702	42246
8	8991	42089
8	8161	42286
8	10298	41966
8	9262	42274
8	9724	41655
8	8547	41839
8	8848	41675
8	8075	41844
8	10104	41564
8	9150	41844
8	9621	41220
8	8805	41103
8	8012	41311
8	8303	41178
8	9432	41175
8	8600	42131
8	8862	42362
8	8131	42065
8	10158	42235
8	9264	42078
8	9685	41830
8	8821	41921
8	8074	41655
8	8330	41952
8	9505	41943
8	8680	41554
8	7988	41288
8	8255	41553
8	9393	41549
8	8186	40995
8	9399	42025
8	9733	41915
8	8878	41983
8	11216	41818
8	10149	42008
8	10671	41418
8	9653	41510
8	8791	41598
8	9108	41531
8	10438	41544
8	9510	41129
8	8707	41190
8	9039	41117
8	10327	41145
8	8931	40583
8	9571	41778
8	8808	41352
8	9105	41711
8	10474	41737
8	9005	41313
8	8934	40950
8	8343	42511
8	8633	42334
8	7870	42497
8	9871	42223
8	8940	42500
8	9382	41871
8	8588	41881
8	7811	42074
8	8090	41931
8	9207	41927
8	8509	41070
8	7763	41250
8	8051	41095
8	9138	41103
8	7978	40489
8	8471	42221
8	7783	41937
8	8038	42188
8	9172	42194
8	7975	41755
8	7934	40959
8	9293	41793
8	8500	41855
8	8816	41767
8	10103	41795
8	8719	41351
8	8682	40509
8	8715	41606
8	9846	42239
8	8379	42770
8	9515	42641
8	10101	41933
8	9026	42208
8	8263	42924
8	9355	42797
8	9936	42094
8	8947	42350
8	8136	42671
8	8462	42517
8	7695	42677
8	9632	42371
8	8720	42633
8	9188	42002
8	8368	42480
8	9526	42366
8	10067	42020
8	9101	41803
8	8259	42318
8	8546	42580
8	7804	42245
8	9765	42428
8	8885	42222
8	9310	41981
8	8131	42513
8	8432	42740
8	7732	42423
8	9601	42589
8	8789	42394
8	9230	42134
8	8322	42472
8	7649	42165
8	7910	42471
8	9018	42410
8	9259	42122
8	10565	42036
8	11250	41326
8	10091	41515
8	9088	41987
8	9463	41876
8	8597	41927
8	10843	41778
8	9803	41932
8	10326	41329
8	8958	42203
8	9349	42080
8	8532	42124
8	10680	41978
8	9703	42127
8	10250	41522
8	9176	41847
8	8383	41890
8	8718	41833
8	9960	41825
8	9123	41660
8	9473	41970
8	8686	41499
8	10890	41859
8	9950	41521
8	10457	41320
8	9307	41834
8	8548	41354
8	8852	41759
8	10174	41754
8	9193	42054
8	8468	41602
8	8786	41965
8	10069	41952
8	8645	41724
8	8052	43048
8	9123	42944
8	9689	42228
8	8719	42471
8	7930	42875
8	8251	42707
8	7501	42845
8	9393	42587
8	8501	42827
8	8952	42181
8	7829	42945
8	8158	42759
8	7450	42882
8	9251	42637
8	8423	42859
8	8887	42209
8	8036	42481
8	7347	42616
8	7635	42479
8	8665	42446
8	7925	42659
8	8221	42866
8	7537	42526
8	9365	42740
8	8567	42527
8	8993	42250
8	8110	42690
8	7448	42362
8	7706	42642
8	8790	42612
8	8012	42759
8	7385	42444
8	7656	42688
8	8705	42651
8	7566	42413
8	8737	42330
8	9122	42199
8	8323	42229
8	10434	42112
8	9474	42254
8	10001	41637
8	8954	42049
8	8174	42077
8	8504	42005
8	9723	42022
8	8851	42149
8	8111	42169
8	8460	42077
8	9636	42087
8	8305	41828
8	8964	42192
8	8255	41721
8	8571	42074
8	9831	42085
8	8429	41918
8	8369	42016
8	8900	41617
8	10164	41538
8	10774	40835
8	9624	41132
8	8830	41145
8	9161	40989
8	8274	41199
8	10515	40896
8	9433	41215
8	9919	40571
8	8629	41463
8	8965	41308
8	8153	41483
8	10257	41216
8	9282	41498
8	9768	40868
8	8897	40676
8	8088	40891
8	8389	40779
8	9580	40781
8	8725	41109
8	9030	41368
8	8242	41061
8	10371	41257
8	9434	41088
8	9876	40844
8	8972	40866
8	8189	40582
8	8458	40918
8	9701	40918
8	8779	41221
8	8065	40930
8	8342	41239
8	9546	41232
8	8286	40611
8	9598	40747
8	9989	40651
8	9070	40713
8	11513	40589
8	10391	40767
8	10938	40165
8	9867	40191
8	8956	40266
8	9296	40220
8	10691	40264
8	9681	40559
8	8837	40612
8	9187	40562
8	10534	40605
8	9071	39969
8	9788	40537
8	8980	40073
8	9295	40490
8	10729	40525
8	9188	40018
8	9075	40400
8	8422	41754
8	8755	41579
8	7954	41744
8	10021	41504
8	9061	41779
8	9529	41138
8	8685	41073
8	7885	41267
8	8184	41135
8	9348	41156
8	8514	41275
8	7780	41437
8	8081	41293
8	9208	41319
8	8012	40657
8	8572	41507
8	7864	41207
8	8136	41494
8	9317	41511
8	8078	40994
8	7973	41189
8	9454	40838
8	8621	40888
8	8966	40822
8	10295	40882
8	8852	40349
8	8749	40555
8	8854	40679
8	8523	42958
8	9620	42844
8	10225	42140
8	9097	42461
8	8387	42760
8	8704	42607
8	7838	42818
8	9884	42479
8	8876	42793
8	9325	42172
8	8295	42294
8	8625	42131
8	7795	42332
8	9755	41997
8	8807	42302
8	9277	41681
8	8490	41800
8	7699	42019
8	7978	41909
8	9045	41872
8	8356	42581
8	8652	42800
8	7863	42535
8	9830	42660
8	8936	42521
8	9357	42266
8	8526	42593
8	7782	42333
8	8024	42637
8	9146	42599
8	8434	42132
8	7726	41890
8	7984	42165
8	9070	42119
8	7894	41835
8	9208	42241
8	9599	42116
8	8679	42217
8	10952	42025
8	9872	42239
8	10407	41643
8	9417	41945
8	8538	42039
8	8861	41985
8	10121	41999
8	9328	41485
8	8489	41576
8	8833	41509
8	10052	41517
8	8679	41215
8	9402	42114
8	8606	41713
8	8914	42075
8	10216	42082
8	8776	41894
8	8730	41445
8	8085	42861
8	8409	42681
8	7594	42867
8	9519	42561
8	8597	42852
8	9036	42223
8	8280	42456
8	7500	42648
8	7771	42523
8	8825	42504
8	8250	41593
8	7481	41788
8	7769	41647
8	8790	41618
8	7665	41286
8	8227	42705
8	7523	42446
8	7776	42696
8	8849	42671
8	7690	42475
8	7668	41619
8	9109	42066
8	8282	42145
8	8615	42065
8	9823	42087
8	8470	41869
8	8462	40973
8	8514	42018
8	8886	41637
8	9230	41484
8	8304	41722
8	10532	41387
8	9455	41736
8	9928	41125
8	9152	40948
8	8243	41216
8	8533	41114
8	9745	41123
8	8993	40537
8	8150	40786
8	8450	40678
8	9619	40686
8	8383	39964
8	8999	41409
8	8205	41182
8	8471	41488
8	9693	41485
8	8415	40959
8	8322	40563
8	9937	40734
8	8999	40851
8	9345	40807
8	10715	40851
8	9231	40310
8	9150	39889
8	9216	40650
8	8783	41341
8	7948	41569
8	8237	41447
8	9394	41461
8	8176	40895
8	8125	40027
8	8116	41338
8	8934	40693
8	9217	43220
8	9438	42131
8	9250	42696
8	7925	43140
8	9029	43084
8	9467	42757
8	8645	42329
8	10213	42183
8	10048	42774
8	8567	43192
8	9778	43141
8	10302	42406
8	9383	42417
8	10343	41545
8	8737	42058
8	10050	42017
8	10539	41720
8	9637	41132
8	8614	42705
8	9880	42668
8	10367	42351
8	9549	41812
8	8527	42520
8	8774	42789
8	8151	42146
8	10087	42742
8	9299	42208
8	9739	41962
8	9014	42824
8	8884	43250
8	7643	43627
8	8664	43577
8	9126	42824
8	8304	42909
8	9060	42251
8	7739	42730
8	8822	42700
8	9255	42357
8	8452	41889
8	7651	43204
8	8698	43178
8	9121	42818
8	8396	42369
