Number	Core	Pan
5	12137	39466
5	11863	39449
5	9977	39754
5	11469	39743
5	11989	39411
5	10845	38869
5	10563	39793
5	10683	40072
5	10598	39460
5	9031	39654
5	10272	39665
5	10740	39268
5	9630	38860
5	11518	40098
5	11446	39481
5	9714	39670
5	11101	39641
5	11699	38802
5	10437	38902
5	11728	39519
5	9800	39936
5	11281	39944
5	11784	39585
5	10695	38975
5	9769	39360
5	11211	39388
5	11730	39010
5	10677	38429
5	9700	38916
5	9864	39198
5	9031	38505
5	11344	39204
5	10325	38651
5	10811	38373
5	11587	38700
5	11851	38494
5	11470	38537
5	9780	38406
5	11230	38392
5	11763	38063
5	10473	37715
5	12727	38577
5	12397	38596
5	10514	38476
5	12099	38446
5	12780	37659
5	11331	37802
5	12707	38170
5	10678	38231
5	12372	38215
5	12963	37939
5	11604	37363
5	10447	38350
5	12070	38344
5	12660	38022
5	11423	37506
5	10448	37518
5	10657	37902
5	9718	37260
5	12336	37898
5	11159	37387
5	11663	37173
5	11357	39111
5	11218	38457
5	9619	38162
5	10994	38135
5	11628	37278
5	10202	37560
5	11263	38812
5	9585	38811
5	11000	38828
5	11525	38476
5	10278	38069
5	9508	38234
5	10877	38257
5	11396	37848
5	10217	37476
5	9554	37266
5	9707	37555
5	8804	37019
5	11145	37561
5	10011	37175
5	10462	36869
5	12166	38874
5	10315	38889
5	11871	38866
5	12533	38043
5	11121	38162
5	10232	38256
5	11743	38244
5	12413	37409
5	11047	37532
5	10231	37325
5	10502	37111
5	9477	37125
5	12115	37089
5	10816	37209
5	11383	36432
5	10249	38628
5	11854	38647
5	12405	38303
5	11259	37713
5	10247	37960
5	10435	38321
5	9529	37622
5	12089	38312
5	10966	37758
5	11444	37530
5	10160	37417
5	10381	37736
5	9485	37062
5	11981	37736
5	10881	37215
5	11389	36937
5	10346	36794
5	9431	36066
5	9681	36516
5	11125	36656
5	11035	39497
5	11936	39284
5	12508	38091
5	12091	38811
5	10109	39127
5	11588	39149
5	12238	38806
5	11005	38158
5	10513	40037
5	10846	39322
5	10560	39704
5	8947	39950
5	10157	39968
5	10735	39548
5	9655	39067
5	11726	39104
5	11486	39505
5	9710	39735
5	11052	39752
5	11750	38852
5	10497	38900
5	11962	38526
5	9936	38936
5	11401	38992
5	12036	38638
5	10860	37898
5	9756	39426
5	11161	39477
5	11779	39070
5	10716	38409
5	9612	39017
5	9898	39338
5	9066	38551
5	11368	39350
5	10372	38703
5	10886	38408
5	11746	38098
5	12177	37137
5	11631	37983
5	9857	37845
5	11303	37880
5	11940	37478
5	10597	37046
5	13069	36935
5	12631	37773
5	10677	37615
5	12246	37669
5	13015	36774
5	11494	36867
5	13067	36564
5	10916	36561
5	12603	36634
5	13325	36311
5	11841	35576
5	10597	37528
5	12214	37594
5	12877	37223
5	11585	36596
5	10526	36692
5	10832	37087
5	9839	36313
5	12516	37121
5	11325	36500
5	11847	36238
5	11514	38118
5	11172	38579
5	9533	38302
5	10856	38343
5	11543	37386
5	10194	37608
5	11429	37886
5	9659	37846
5	11070	37926
5	11718	37516
5	10404	37013
5	9421	38405
5	10762	38469
5	11345	38009
5	10222	37546
5	9378	37497
5	9652	37749
5	8775	37158
5	11068	37772
5	10002	37331
5	10471	36950
5	12407	37670
5	10465	37629
5	12005	37699
5	12783	36778
5	11281	36841
5	10233	38159
5	11699	38232
5	12435	37311
5	11096	37367
5	10133	37294
5	10507	37042
5	9485	36991
5	12080	37074
5	10841	37144
5	11423	36270
5	10408	37414
5	11988	37497
5	12655	37116
5	11422	36408
5	10328	36709
5	10613	37113
5	9655	36264
5	12280	37159
5	11114	36484
5	11632	36208
5	10074	37376
5	10387	37705
5	9499	36936
5	11980	37740
5	10913	37121
5	11450	36796
5	10291	36789
5	9413	35971
5	9717	36440
5	11190	36582
5	11187	39793
5	11469	39581
5	11207	39512
5	9491	39738
5	10757	39734
5	11340	39342
5	10048	39028
5	12393	39352
5	12177	39289
5	10273	39477
5	11692	39496
5	12404	38639
5	10946	38822
5	12542	38857
5	10464	39209
5	11981	39238
5	12617	38904
5	11229	38334
5	10304	39222
5	11765	39243
5	12411	38885
5	11117	38379
5	10156	38778
5	10409	39105
5	9424	38471
5	11942	39117
5	10794	38614
5	11289	38367
5	10948	40058
5	10894	39401
5	9299	39501
5	10483	39503
5	11128	38607
5	9735	38909
5	10987	39682
5	9299	40000
5	10530	40020
5	11104	39620
5	9847	39237
5	9291	39394
5	10469	39413
5	11052	38981
5	9836	38643
5	9173	38887
5	9395	39099
5	8443	38629
5	10656	39106
5	9565	38767
5	10012	38427
5	11936	39466
5	10066	39754
5	11464	39780
5	12162	38899
5	10725	39045
5	10055	39120
5	11413	39144
5	12110	38268
5	10720	38416
5	9915	38605
5	10229	38352
5	9155	38383
5	11678	38372
5	10414	38511
5	10972	37704
5	10118	39404
5	11568	39446
5	12178	39065
5	10948	38485
5	9981	39069
5	10206	39391
5	9237	38698
5	11709	39402
5	10594	38858
5	11079	38589
5	9941	38485
5	10201	38791
5	9243	38129
5	11663	38799
5	10570	38290
5	11074	37999
5	10049	38261
5	9119	37572
5	9382	37984
5	10760	38129
5	12202	38353
5	11894	38352
5	10125	38067
5	11529	38114
5	12243	37203
5	10655	37600
5	12072	38177
5	10212	38115
5	11679	38152
5	12329	37771
5	10816	37455
5	9992	38204
5	11398	38237
5	12004	37808
5	10653	37533
5	9951	37282
5	10202	37539
5	9147	37171
5	11683	37568
5	10436	37334
5	10911	36996
5	13106	37970
5	11053	37889
5	12670	37939
5	13461	37067
5	11748	37263
5	10833	37934
5	12395	37987
5	13151	37122
5	11585	37321
5	10744	37059
5	11101	36822
5	9899	36933
5	12764	36877
5	11333	37105
5	11914	36290
5	10953	37751
5	12610	37788
5	13289	37436
5	11833	36901
5	10888	36984
5	11150	37379
5	10029	36716
5	12871	37411
5	11562	36891
5	12063	36661
5	10642	37150
5	10944	37494
5	9890	36893
5	12621	37520
5	11381	37067
5	11913	36790
5	10859	36567
5	9820	35955
5	10110	36413
5	11641	36580
5	11621	38752
5	9903	38613
5	11267	38668
5	11966	37752
5	10424	38089
5	9846	37977
5	11153	38021
5	11847	37090
5	10358	37435
5	9803	36953
5	10107	36613
5	8947	36881
5	11543	36655
5	10156	37031
5	10699	36134
5	9782	38590
5	11146	38644
5	11743	38216
5	10441	37873
5	9731	37853
5	9983	38099
5	8954	37654
5	11423	38136
5	10219	37833
5	10674	37493
5	9643	37292
5	9916	37488
5	8909	37080
5	11301	37517
5	10138	37237
5	10613	36851
5	9869	36440
5	8875	35977
5	9119	36300
5	10411	36466
5	10610	38344
5	12137	38401
5	12884	37516
5	11353	37688
5	10525	37638
5	10867	37392
5	9694	37461
5	12489	37440
5	11099	37624
5	11675	36799
5	10440	36980
5	10807	36733
5	9657	36792
5	12382	36771
5	11027	36960
5	11622	36124
5	10730	35660
5	9567	35739
5	9911	35540
5	11362	35696
5	10444	37575
5	10719	37908
5	9701	37243
5	12350	37933
5	11164	37432
5	11677	37145
5	10628	37153
5	9615	36489
5	9894	36936
5	11409	37091
5	10564	36547
5	9569	35902
5	9869	36322
5	11339	36477
5	9775	35229
5	10980	39541
5	12050	39276
5	12611	38098
5	12217	38764
5	10216	39098
5	11811	39116
5	12413	38732
5	11273	38121
5	10495	40122
5	10815	39424
5	10546	39747
5	8930	40003
5	10223	40040
5	10754	39559
5	9751	39116
5	11864	39135
5	11605	39466
5	9784	39740
5	11239	39741
5	11910	38810
5	10733	38889
5	12088	38507
5	10030	38961
5	11629	39005
5	12215	38617
5	11134	37911
5	9833	39374
5	11380	39440
5	11974	38992
5	10983	38337
5	9744	38992
5	10001	39252
5	9259	38489
5	11590	39280
5	10616	38665
5	11150	38335
5	11720	38087
5	12127	37130
5	11603	37923
5	9842	37795
5	11355	37820
5	11951	37392
5	10703	36986
5	13204	36847
5	12738	37619
5	10738	37505
5	12420	37505
5	13184	36630
5	11728	36725
5	13199	36405
5	11003	36451
5	12833	36486
5	13522	36181
5	12107	35448
5	10679	37341
5	12419	37398
5	13076	37016
5	11840	36384
5	10663	36512
5	10933	36896
5	10046	36126
5	12736	36914
5	11559	36287
5	12116	36048
5	11523	38174
5	11159	38569
5	9506	38321
5	10904	38336
5	11590	37366
5	10296	37598
5	11432	37873
5	9656	37848
5	11156	37922
5	11758	37484
5	10523	37018
5	9407	38352
5	10837	38413
5	11385	37918
5	10331	37467
5	9409	37451
5	9651	37670
5	8864	37093
5	11140	37690
5	10095	37286
5	10583	36873
5	12536	37557
5	10537	37567
5	12220	37586
5	12978	36684
5	11527	36749
5	10289	38032
5	11879	38062
5	12609	37140
5	11326	37198
5	10249	37154
5	10586	36901
5	9659	36832
5	12277	36907
5	11058	36956
5	11672	36119
5	10477	37273
5	12230	37355
5	12860	36963
5	11692	36255
5	10471	36580
5	10708	36972
5	9852	36127
5	12521	36996
5	11369	36318
5	11901	36077
5	10199	37171
5	10490	37491
5	9690	36702
5	12211	37525
5	11168	36900
5	11711	36572
5	10431	36571
5	9600	35733
5	9908	36191
5	11427	36342
5	11133	39883
5	11391	39677
5	11136	39560
5	9465	39795
5	10800	39790
5	11331	39360
5	10153	39054
5	12500	39400
5	12265	39276
5	10357	39515
5	11865	39505
5	12553	38628
5	11180	38822
5	12660	38844
5	10571	39240
5	12202	39267
5	12797	38893
5	11506	38345
5	10390	39182
5	11968	39225
5	12592	38817
5	11395	38326
5	10303	38764
5	10536	39051
5	9652	38432
5	12159	39065
5	11039	38581
5	11571	38297
5	10913	40212
5	10850	39476
5	9254	39612
5	10519	39602
5	11138	38670
5	9841	38980
5	10950	39777
5	9272	40116
5	10586	40148
5	11115	39694
5	9965	39336
5	9239	39441
5	10528	39475
5	11051	38983
5	9949	38649
5	9181	38957
5	9372	39115
5	8528	38661
5	10712	39131
5	9658	38824
5	10128	38417
5	12057	39481
5	10156	39834
5	11658	39836
5	12339	38930
5	10986	39097
5	10106	39088
5	11587	39106
5	12274	38205
5	10956	38344
5	10025	38600
5	10321	38323
5	9344	38348
5	11863	38340
5	10635	38479
5	11230	37655
5	10200	39402
5	11788	39462
5	12367	39027
5	11240	38461
5	10120	39115
5	10323	39380
5	9458	38706
5	11944	39405
5	10862	38885
5	11371	38573
5	10072	38439
5	10300	38682
5	9449	38019
5	11883	38718
5	10824	38208
5	11358	37877
5	10191	38182
5	9308	37505
5	9598	37846
5	11006	38025
5	12165	38387
5	11822	38310
5	10089	38062
5	11560	38078
5	12256	37156
5	10759	37524
5	12021	38144
5	10193	38106
5	11720	38130
5	12340	37734
5	10933	37422
5	9947	38129
5	11422	38163
5	12000	37706
5	10764	37427
5	9968	37208
5	10185	37453
5	9252	37065
5	11727	37474
5	10524	37235
5	11025	36864
5	13209	37853
5	11123	37833
5	12852	37840
5	13637	36978
5	11993	37172
5	10877	37795
5	12545	37828
5	13309	36956
5	11809	37143
5	10853	36921
5	11184	36697
5	10093	36778
5	12942	36727
5	11544	36920
5	12172	36129
5	11028	37593
5	12807	37638
5	13484	37268
5	12099	36730
5	11026	36868
5	11260	37252
5	10241	36580
5	13093	37271
5	11806	36744
5	12350	36528
5	10770	36961
5	11053	37283
5	10102	36662
5	12822	37317
5	11616	36854
5	12188	36561
5	11000	36378
5	10016	35736
5	10332	36181
5	11883	36360
5	11588	38794
5	9876	38688
5	11318	38721
5	12006	37784
5	10551	38131
5	9780	37955
5	11189	37984
5	11866	37033
5	10465	37361
5	9803	36918
5	10086	36577
5	9039	36812
5	11593	36598
5	10251	36956
5	10829	36039
5	9752	38578
5	11206	38637
5	11767	38173
5	10565	37836
5	9761	37859
5	9975	38069
5	9061	37630
5	11491	38105
5	10328	37826
5	10807	37453
5	9662	37211
5	9887	37379
5	9002	36951
5	11365	37419
5	10254	37138
5	10735	36712
5	9879	36324
5	8954	35858
5	9217	36140
5	10508	36328
5	10664	38261
5	12322	38297
5	13067	37406
5	11602	37578
5	10644	37560
5	10958	37316
5	9892	37371
5	12696	37343
5	11342	37514
5	11946	36707
5	10538	36770
5	10876	36526
5	9836	36551
5	12570	36565
5	11242	36706
5	11871	35889
5	10837	35443
5	9747	35461
5	10110	35284
5	11587	35440
5	10566	37430
5	10819	37746
5	9908	37067
5	12579	37784
5	11429	37276
5	11960	36981
5	10777	37018
5	9824	36338
5	10108	36761
5	11673	36934
5	10695	36278
5	9762	35588
5	10074	35997
5	11587	36191
5	9969	34867
5	11337	39013
5	11743	38083
5	11369	38730
5	9566	38995
5	10925	39000
5	11569	38517
5	10327	38167
5	12959	37404
5	12637	38088
5	10567	38346
5	12110	38377
5	12922	37414
5	11439	37577
5	13170	36833
5	10870	37243
5	12528	37324
5	13266	36940
5	11844	36222
5	10619	38021
5	12218	38099
5	12961	37645
5	11653	37063
5	10440	37578
5	10775	37940
5	9826	37181
5	12439	37972
5	11280	37368
5	11852	37080
5	11133	38954
5	10904	39304
5	9237	39477
5	10482	39503
5	11193	38482
5	9927	38760
5	11191	38576
5	9397	38921
5	10714	38984
5	11366	38483
5	10148	38040
5	9229	39344
5	10504	39399
5	11131	38839
5	10035	38457
5	9101	38870
5	9406	39029
5	8572	38524
5	10743	39055
5	9727	38695
5	10236	38242
5	12433	37906
5	10377	38271
5	11891	38328
5	12719	37341
5	11249	37443
5	10210	38709
5	11661	38766
5	12480	37763
5	11134	37879
5	10015	38239
5	10428	37958
5	9444	37934
5	11964	38010
5	10761	38102
5	11398	37191
5	10436	37841
5	12018	37948
5	12767	37487
5	11511	36798
5	10268	37518
5	10576	37893
5	9662	37036
5	12217	37952
5	11080	37275
5	11662	36970
5	10068	38063
5	10427	38346
5	9548	37597
5	12008	38399
5	10937	37803
5	11547	37426
5	10234	37871
5	9379	37079
5	9719	37491
5	11167	37680
5	12522	36375
5	12066	37209
5	10210	36907
5	11709	36981
5	12477	35942
5	10942	36318
5	12388	36221
5	10399	36124
5	11973	36220
5	12697	35734
5	11183	35333
5	10082	37061
5	11588	37144
5	12229	36611
5	10947	36272
5	10031	36084
5	10329	36321
5	9355	35874
5	11914	36380
5	10699	36085
5	11213	35648
5	13720	35505
5	11441	35408
5	13229	35508
5	14124	34513
5	12334	34659
5	11132	36328
5	12831	36438
5	13680	35459
5	12092	35614
5	11013	35390
5	11422	35156
5	10271	35189
5	13227	35250
5	11791	35391
5	12436	34503
5	11364	35200
5	13180	35335
5	13971	34909
5	12457	34225
5	11273	34379
5	11581	34859
5	10499	33970
5	13475	34952
5	12125	34244
5	12700	33992
5	10941	35455
5	11300	35836
5	10292	35085
5	13118	35923
5	11866	35329
5	12470	35002
5	11179	34862
5	10184	34058
5	10515	34586
5	12151	34808
5	11845	37251
5	10015	37074
5	11475	37188
5	12268	36131
5	10739	36451
5	9777	37623
5	11165	37726
5	11897	36666
5	10554	36961
5	9703	36595
5	10070	36199
5	9051	36415
5	11562	36286
5	10297	36624
5	10883	35595
5	9892	37079
5	11365	37210
5	12022	36654
5	10756	36253
5	9841	36289
5	10139	36508
5	9181	35976
5	11685	36602
5	10489	36253
5	11008	35801
5	9586	36937
5	9903	37093
5	9026	36609
5	11376	37167
5	10313	36834
5	10826	36332
5	9836	36025
5	8951	35521
5	9254	35790
5	10584	36001
5	10921	36347
5	12595	36475
5	13468	35457
5	11888	35594
5	10809	35579
5	11213	35337
5	10077	35313
5	12986	35444
5	11563	35549
5	12223	34630
5	10547	36196
5	10977	35923
5	9926	35903
5	12663	36029
5	11363	36128
5	12035	35193
5	10844	34868
5	9801	34845
5	10187	34639
5	11707	34852
5	10745	35493
5	11087	35868
5	10113	35045
5	12875	35968
5	11659	35339
5	12262	34983
5	10962	35073
5	9988	34206
5	10314	34735
5	11928	34981
5	10737	35721
5	9823	34934
5	10175	35364
5	11737	35592
5	10046	34259
5	11803	39134
5	11593	38961
5	9825	39101
5	11130	39111
5	11853	38140
5	10357	38558
5	11824	38812
5	9953	39140
5	11317	39158
5	11972	38694
5	10554	38409
5	9797	39028
5	11115	39048
5	11765	38537
5	10452	38307
5	9662	38498
5	9926	38690
5	8944	38347
5	11325	38689
5	10156	38480
5	10638	38084
5	13140	38151
5	10987	38471
5	12552	38518
5	13399	37568
5	11698	37811
5	10824	38342
5	12341	38396
5	13194	37456
5	11597	37700
5	10634	37841
5	11012	37578
5	9861	37694
5	12627	37641
5	11232	37863
5	11862	37027
5	11020	38110
5	12642	38189
5	13412	37747
5	11916	37239
5	10842	37739
5	11121	38108
5	10050	37424
5	12811	38155
5	11528	37618
5	12081	37357
5	10658	37715
5	10983	38010
5	9952	37405
5	12633	38057
5	11394	37601
5	11986	37280
5	10791	37501
5	9799	36864
5	10112	37301
5	11607	37481
5	11348	39305
5	9614	39553
5	10893	39585
5	11613	38608
5	10157	38965
5	9613	38778
5	10863	38811
5	11571	37811
5	10144	38177
5	9474	38179
5	9805	37827
5	8719	38085
5	11141	37862
5	9848	38226
5	10408	37310
5	9601	39371
5	10896	39413
5	11530	38889
5	10257	38593
5	9464	38984
5	9731	39169
5	8764	38745
5	11096	39194
5	9957	38917
5	10434	38509
5	9437	38260
5	9725	38403
5	8755	38019
5	11051	38425
5	9932	38173
5	10423	37729
5	9585	37801
5	8649	37391
5	8916	37642
5	10135	37799
5	10611	38699
5	12117	38753
5	12960	37787
5	11392	38001
5	10438	38331
5	10801	38063
5	9666	38123
5	12384	38129
5	11028	38311
5	11649	37438
5	10402	37486
5	10794	37229
5	9672	37267
5	12342	37292
5	10996	37447
5	11649	36592
5	10613	36615
5	9506	36651
5	9881	36462
5	11274	36666
5	10473	38084
5	10774	38381
5	9771	37709
5	12397	38429
5	11199	37924
5	11778	37582
5	10587	38015
5	9610	37323
5	9912	37741
5	11398	37935
5	10575	37201
5	9597	36505
5	9924	36925
5	11368	37117
5	9759	36293
5	12535	37444
5	10610	37260
5	12128	37337
5	12936	36339
5	11191	36804
5	10387	37196
5	11840	37271
5	12602	36275
5	11018	36723
5	10325	36107
5	10677	35756
5	9463	36164
5	12255	35851
5	10777	36375
5	11356	35409
5	10452	37320
5	11977	37391
5	12656	36878
5	11186	36639
5	10407	36479
5	10676	36717
5	9563	36370
5	12277	36775
5	10940	36578
5	11438	36184
5	10152	36512
5	10462	36711
5	9419	36393
5	11996	36751
5	10761	36587
5	11276	36146
5	10407	35578
5	9360	35302
5	9642	35589
5	11036	35799
5	11538	36594
5	13285	36691
5	14191	35733
5	12368	36000
5	11431	35786
5	11818	35557
5	10505	35690
5	13659	35661
5	12066	35904
5	12714	35053
5	11181	35758
5	11602	35527
5	10373	35651
5	13377	35625
5	11879	35878
5	12548	35019
5	11496	34412
5	10261	34585
5	10642	34409
5	12228	34654
5	11320	35756
5	11651	36132
5	10513	35474
5	13503	36203
5	12128	35715
5	12726	35415
5	11530	35299
5	10415	34608
5	10724	35138
5	12398	35361
5	11321	35323
5	10265	34714
5	10602	35158
5	12220	35383
5	10481	34054
5	10161	37842
5	11591	37928
5	12344	36924
5	10802	37339
5	10097	37006
5	10447	36648
5	9275	36961
5	11977	36742
5	10563	37176
5	11139	36229
5	10019	36204
5	10370	35823
5	9222	36136
5	11857	35914
5	10484	36337
5	11060	35365
5	10339	34519
5	9158	34883
5	9494	34551
5	10827	34773
5	9948	37177
5	10245	37351
5	9234	36974
5	11747	37410
5	10559	37197
5	11055	36756
5	10182	36492
5	9167	36123
5	9448	36396
5	10823	36612
5	10091	35714
5	9107	35353
5	9398	35598
5	10729	35793
5	9337	34317
5	10975	36439
5	11382	36192
5	10170	36275
5	13118	36284
5	11662	36511
5	12314	35623
5	11252	35353
5	10057	35446
5	10434	35261
5	12000	35497
5	11176	34397
5	10000	34445
5	10405	34284
5	11915	34523
5	10281	32965
5	11097	36012
5	10069	35351
5	10393	35784
5	11996	36017
5	10270	34925
5	10232	33989
6	11261	40863
6	12525	39289
6	11006	40169
6	11795	40317
6	12322	39080
6	11811	39895
6	9963	40241
6	11520	40109
6	12089	39924
6	10980	39385
6	11904	40911
6	10456	41428
6	11275	41557
6	11699	40734
6	11425	40995
6	9625	41611
6	11023	41460
6	11553	41237
6	10499	40781
6	11650	40182
6	12496	40344
6	12983	39318
6	12499	39960
6	10529	40266
6	12152	40121
6	12752	39940
6	11460	39538
6	11147	40802
6	11433	40133
6	11061	40518
6	9423	40772
6	10793	40630
6	11315	40395
6	10143	40127
6	12269	40287
6	11934	40646
6	10145	40904
6	11636	40770
6	12275	40118
6	10952	40290
6	12271	39832
6	10319	40219
6	11921	40090
6	12498	39899
6	11225	39438
6	10092	40644
6	11613	40527
6	12195	40306
6	11041	39883
6	10045	40164
6	10292	40576
6	9399	40051
6	11876	40434
6	10788	40042
6	11272	39912
6	12223	39990
6	10624	40992
6	11477	40927
6	12013	39699
6	11634	40389
6	9751	41007
6	11143	40863
6	11772	40666
6	10655	40152
6	11934	39256
6	12799	39172
6	13447	37747
6	12794	38839
6	10741	39122
6	12367	39011
6	13064	38821
6	11677	38336
6	11294	40160
6	11716	39092
6	11218	39930
6	9507	40176
6	10875	40049
6	11488	39800
6	10268	39479
6	12563	39013
6	12148	39847
6	10290	40070
6	11767	39979
6	12491	39290
6	11106	39437
6	12587	38607
6	10521	38948
6	12127	38862
6	12814	38665
6	11443	38125
6	10229	39855
6	11747	39762
6	12396	39557
6	11198	39062
6	10126	39366
6	10448	39802
6	9518	39209
6	12044	39673
6	10937	39217
6	11447	39094
6	11310	40979
6	12198	40899
6	12727	39909
6	12346	40409
6	10333	40993
6	11786	40839
6	12441	40644
6	11111	40245
6	10771	41481
6	11080	40838
6	10819	41094
6	9155	41634
6	10349	41467
6	10935	41213
6	9748	40959
6	11952	40764
6	11726	41024
6	9922	41536
6	11248	41406
6	11939	40734
6	10591	40927
6	12126	40213
6	10122	40847
6	11553	40721
6	12186	40514
6	10873	40075
6	9969	41168
6	11344	41028
6	11980	40805
6	10772	40402
6	9780	40954
6	10082	41349
6	9132	40829
6	11513	41182
6	10454	40799
6	10939	40675
6	12020	40110
6	12430	39269
6	11928	39923
6	10098	40139
6	11520	39996
6	12161	39758
6	10730	39567
6	13327	39189
6	12906	39835
6	10905	40046
6	12455	39941
6	13223	39265
6	11626	39515
6	13327	38835
6	11134	39140
6	12802	39039
6	13518	38842
6	11926	38445
6	10835	39874
6	12419	39759
6	13107	39547
6	11700	39175
6	10722	39333
6	11031	39770
6	9939	39296
6	12690	39633
6	11434	39295
6	11945	39175
6	11775	40095
6	11455	40494
6	9763	40649
6	11095	40525
6	11752	39829
6	10324	40182
6	11692	39849
6	9887	40119
6	11285	40005
6	11909	39747
6	10493	39522
6	9656	40582
6	10982	40459
6	11589	40181
6	10335	39966
6	9571	40030
6	9845	40354
6	8862	40047
6	11255	40197
6	10115	40026
6	10571	39835
6	12663	39763
6	10696	40027
6	12223	39940
6	12976	39240
6	11379	39483
6	10465	40458
6	11926	40374
6	12658	39688
6	11207	39906
6	10344	39966
6	10716	39854
6	9583	39971
6	12269	39747
6	10955	39982
6	11514	39367
6	10622	39792
6	12179	39697
6	12850	39473
6	11464	39067
6	10516	39328
6	10807	39754
6	9719	39243
6	12439	39633
6	11192	39268
6	11685	39146
6	10270	39855
6	10598	40242
6	9587	39752
6	12157	40114
6	11007	39763
6	11527	39629
6	10474	39696
6	9494	39230
6	9793	39699
6	11265	39685
6	12326	40007
6	10587	41067
6	11611	40993
6	12122	39756
6	11755	40410
6	9859	41064
6	11365	40925
6	11947	40652
6	10903	40168
6	11885	39260
6	12936	39168
6	13543	37735
6	12922	38775
6	10839	39095
6	12580	38967
6	13258	38746
6	11923	38280
6	11297	40225
6	11675	39135
6	11201	39937
6	9509	40201
6	10949	40073
6	11517	39773
6	10366	39474
6	12712	39048
6	12269	39837
6	10373	40103
6	11966	39976
6	12672	39265
6	11331	39424
6	12710	38565
6	10617	38969
6	12361	38859
6	13005	38635
6	11698	38115
6	10317	39815
6	11963	39734
6	12586	39476
6	11438	38996
6	10280	39340
6	10554	39742
6	9712	39155
6	12267	39613
6	11164	39166
6	11691	39011
6	11209	41048
6	12297	40968
6	12806	39971
6	12446	40443
6	10438	41051
6	11985	40908
6	12606	40634
6	11378	40267
6	10725	41618
6	10998	40955
6	10752	41181
6	9127	41746
6	10394	41592
6	10924	41267
6	9849	41029
6	12070	40881
6	11821	41096
6	10000	41653
6	11433	41518
6	12098	40793
6	10828	41007
6	12235	40270
6	10227	40965
6	11768	40836
6	12349	40553
6	11146	40144
6	10047	41221
6	11535	41112
6	12143	40806
6	11032	40426
6	9926	41045
6	10188	41374
6	9348	40870
6	11725	41227
6	10695	40868
6	11207	40672
6	11978	40158
6	12336	39305
6	11855	39920
6	10075	40155
6	11553	40017
6	12160	39724
6	10827	39545
6	13444	39221
6	12998	39816
6	10973	40060
6	12625	39939
6	13392	39240
6	11847	39490
6	13430	38791
6	11221	39159
6	12998	39044
6	13696	38810
6	12187	38424
6	10909	39811
6	12598	39725
6	13286	39457
6	11946	39099
6	10863	39300
6	11134	39700
6	10148	39233
6	12891	39577
6	11659	39249
6	12207	39087
6	11753	40211
6	11402	40555
6	9736	40742
6	11133	40617
6	11778	39875
6	10426	40232
6	11638	39878
6	9865	40192
6	11330	40073
6	11921	39769
6	10607	39554
6	9621	40599
6	11017	40496
6	11585	40159
6	10432	39953
6	9601	40071
6	9833	40350
6	8960	40039
6	11306	40213
6	10205	40054
6	10675	39799
6	12764	39787
6	10770	40113
6	12407	39991
6	13152	39269
6	11622	39522
6	10506	40471
6	12083	40384
6	12810	39667
6	11427	39895
6	10459	39987
6	10795	39860
6	9764	39967
6	12457	39754
6	11165	39980
6	11756	39344
6	10694	39783
6	12373	39702
6	13027	39425
6	11720	39034
6	10651	39359
6	10900	39754
6	9931	39243
6	12650	39632
6	11434	39270
6	11953	39112
6	10392	39822
6	10686	40168
6	9782	39678
6	12354	40069
6	11240	39730
6	11783	39543
6	10609	39649
6	9686	39180
6	9996	39609
6	11498	39629
6	11540	39920
6	12721	39541
6	13364	38133
6	12881	39047
6	10703	39681
6	12294	39548
6	13027	39279
6	11664	38860
6	10938	40761
6	11319	39715
6	10976	40387
6	9256	40961
6	10536	40812
6	11160	40466
6	10020	40213
6	12473	39341
6	12153	40025
6	10207	40597
6	11649	40481
6	12429	39711
6	11058	39928
6	12657	38757
6	10486	39459
6	12046	39359
6	12770	39081
6	11432	38605
6	10255	40208
6	11755	40101
6	12467	39792
6	11251	39379
6	10060	40008
6	10411	40387
6	9508	39835
6	11969	40244
6	10889	39837
6	11451	39655
6	12295	38692
6	12802	37444
6	12182	38539
6	10261	38744
6	11789	38632
6	12483	38310
6	11061	38099
6	13981	37008
6	13454	38124
6	11272	38322
6	12977	38242
6	13825	37479
6	12170	37733
6	14003	36643
6	11582	36964
6	13417	36906
6	14227	36654
6	12556	36164
6	11199	38147
6	12942	38083
6	13697	37813
6	12258	37399
6	11080	37578
6	11425	38030
6	10369	37483
6	13237	37927
6	11947	37520
6	12520	37366
6	12056	38625
6	11626	39482
6	9866	39622
6	11278	39534
6	12000	38735
6	10599	39098
6	11961	38390
6	10054	38652
6	11553	38578
6	12237	38237
6	10832	37984
6	9749	39572
6	11172	39496
6	11801	39146
6	10599	38903
6	9681	39002
6	9986	39293
6	9067	38955
6	11485	39175
6	10360	38983
6	10856	38713
6	13206	37977
6	11054	38253
6	12729	38191
6	13580	37396
6	11920	37634
6	10740	39156
6	12337	39115
6	13141	38345
6	11672	38567
6	10609	38622
6	11019	38497
6	9934	38591
6	12707	38427
6	11378	38640
6	11996	37958
6	10982	37994
6	12699	37954
6	13451	37666
6	12027	37205
6	10864	37506
6	11199	37957
6	10148	37357
6	12990	37877
6	11698	37436
6	12265	37271
6	10548	38520
6	10912	38919
6	9954	38370
6	12612	38840
6	11453	38440
6	12024	38258
6	10777	38344
6	9831	37804
6	10173	38289
6	11725	38317
6	11664	40669
6	12053	39869
6	11696	40347
